timestamp,accel_x,accel_y,accel_z,gyro_x
2025-12-18T11:59:40.385,2.7460,2.5740,5.6110,0.0070
2025-12-18T11:59:40.774,-0.1320,3.0490,6.0400,-0.0890
2025-12-18T11:59:41.166,-0.3110,-10.3500,19.3390,0.0580
2025-12-18T11:59:41.585,-3.4370,-1.8500,15.8080,-0.2880
2025-12-18T11:59:41.974,0.8410,5.5890,-1.1620,0.1290
2025-12-18T11:59:42.395,1.3200,-3.1870,11.5840,0.2120
2025-12-18T11:59:42.755,2.4270,5.4690,5.5710,0.1640
2025-12-18T11:59:43.146,-0.9730,-4.2020,16.8160,-0.0410
2025-12-18T11:59:43.565,1.5150,3.3110,3.4680,0.1030
2025-12-18T11:59:43.925,2.6640,6.5320,1.2450,0.7220
2025-12-18T11:59:44.315,1.5940,-8.4110,19.3840,0.4320
2025-12-18T11:59:44.734,0.0500,4.6950,6.6240,-0.1130
2025-12-18T11:59:45.095,1.6520,-9.1350,18.4250,0.2630
2025-12-18T11:59:45.485,3.9440,-6.8010,9.8890,0.3090
2025-12-18T11:59:45.874,3.7510,7.4760,0.8670,0.4830
2025-12-18T11:59:46.235,-2.7450,-6.2040,19.5520,-0.4880
2025-12-18T11:59:46.654,1.4990,6.7780,6.4820,0.3890
2025-12-18T11:59:47.106,1.6460,11.5470,0.5820,0.6810
2025-12-18T11:59:47.465,-0.4940,4.5900,3.5600,-0.0920
2025-12-18T11:59:47.825,-2.8510,-7.3860,19.9930,-0.4210
2025-12-18T11:59:48.214,-1.1790,0.3080,13.7020,-0.1740
2025-12-18T11:59:48.575,2.5550,8.5370,2.4340,-0.3790
2025-12-18T11:59:48.965,0.4300,2.7240,5.2420,0.0760
2025-12-18T11:59:49.354,2.6380,-0.7380,8.8470,0.2990
2025-12-18T11:59:49.745,1.9810,-7.2530,16.8620,0.0130
2025-12-18T11:59:50.165,-1.3620,3.4680,5.2770,0.0200
2025-12-18T11:59:50.525,-0.7450,-7.9100,14.6990,-0.3440
2025-12-18T11:59:50.914,1.9770,-5.9410,12.4400,0.1070
2025-12-18T11:59:51.334,-0.6920,-1.2800,11.5940,0.0730
2025-12-18T11:59:51.695,-0.6960,4.2050,5.1520,0.3980
2025-12-18T11:59:52.085,-1.4730,0.5710,7.4510,0.9630
2025-12-18T11:59:52.505,2.5050,-14.7900,17.4770,0.8450
2025-12-18T11:59:52.866,-0.4710,-10.3050,17.3690,0.2180
2025-12-18T11:59:53.284,-1.7870,-2.1160,11.0960,-0.8520
2025-12-18T11:59:53.674,-1.6460,-0.4830,12.5280,-0.3050
2025-12-18T11:59:54.034,-3.9450,0.9640,6.7580,0.2910
2025-12-18T11:59:54.395,-1.5660,2.2150,13.4600,0.0800
2025-12-18T11:59:54.785,1.0360,-2.0170,10.0730,0.0100
2025-12-18T11:59:55.145,0.0810,-3.3830,11.1490,-0.0460
2025-12-18T11:59:55.506,-0.0980,-0.3670,10.2080,0.1510
2025-12-18T11:59:55.894,1.7220,-5.1250,12.6980,-0.0030
2025-12-18T11:59:56.254,0.4280,-1.2620,10.2240,-0.0520
2025-12-18T11:59:56.615,0.8490,-5.0640,11.6790,-0.0240
2025-12-18T11:59:57.005,-2.2270,1.1370,8.3600,0.2040
2025-12-18T11:59:57.364,-1.1110,0.7460,11.4370,0.1240
2025-12-18T11:59:57.725,0.9480,0.6990,7.5360,0.0230
2025-12-18T11:59:58.115,-1.5800,4.2310,8.2850,0.1880
2025-12-18T11:59:58.476,-0.5790,5.1130,7.0250,0.1890
2025-12-18T11:59:58.835,-0.5000,-1.6980,9.7920,0.1840
2025-12-18T11:59:59.224,1.7260,-5.5130,12.9430,-0.0280
2025-12-18T11:59:59.584,-0.1110,5.1420,8.6460,0.1220
2025-12-18T11:59:59.944,0.9940,3.1530,13.0680,0.1350
2025-12-18T12:00:00.335,0.7130,1.4830,9.3260,-0.0340
2025-12-18T12:00:00.695,0.0260,-3.5330,11.6870,-0.0410
2025-12-18T12:00:01.054,1.4420,-5.0590,10.7280,-0.1060
2025-12-18T12:00:01.444,0.9450,2.4720,9.2050,0.2120
2025-12-18T12:00:01.805,0.2180,1.2110,9.1290,0.1800
2025-12-18T12:00:02.165,0.6360,-2.3960,6.8780,0.1970
2025-12-18T12:00:02.524,2.4690,-4.4470,12.4650,-0.0890
2025-12-18T12:00:02.885,1.7310,-3.1590,10.2650,0.0150
2025-12-18T12:00:03.245,1.0660,1.2650,10.3760,-0.0390
2025-12-18T12:00:03.605,-2.0150,5.8150,6.9080,0.1940
2025-12-18T12:00:03.966,-4.0450,6.8410,8.0330,0.8820
2025-12-18T12:00:04.325,0.8570,-4.5100,15.1960,-0.1570
2025-12-18T12:00:04.684,-0.3390,2.4440,5.5800,0.1580
2025-12-18T12:00:05.046,-0.2450,3.0810,7.3040,0.2490
2025-12-18T12:00:05.405,0.2580,-0.5810,10.5630,-0.0290
2025-12-18T12:00:05.766,0.1330,2.1830,7.2200,0.1160
2025-12-18T12:00:06.124,-0.5080,-6.0440,16.8750,-0.3870
2025-12-18T12:00:06.484,3.0850,6.4510,2.1960,0.5360
2025-12-18T12:00:06.845,-4.0590,-0.2240,12.6650,-0.1900
2025-12-18T12:00:07.206,0.6470,-7.1230,19.0130,-0.1410
2025-12-18T12:00:07.566,2.2360,4.3020,5.1600,0.1010
2025-12-18T12:00:07.925,5.5770,8.2210,3.8220,0.3710
2025-12-18T12:00:08.285,2.5050,14.1950,-0.5680,0.5790
2025-12-18T12:00:08.645,0.1860,4.4140,2.6670,-0.3700
2025-12-18T12:00:09.004,2.5000,0.8120,5.0820,0.2080
2025-12-18T12:00:09.365,2.1460,1.5800,6.0780,0.1890
2025-12-18T12:00:09.725,1.8340,-4.0210,9.7260,0.2980
2025-12-18T12:00:10.115,-3.4790,-4.4490,20.3770,-0.3130
2025-12-18T12:00:10.475,-3.1320,-10.5160,24.4490,-0.5370
2025-12-18T12:00:10.834,0.8210,0.3210,5.5990,0.3950
2025-12-18T12:00:11.226,5.5890,8.2990,6.2940,0.2770
2025-12-18T12:00:11.585,2.4810,2.3180,3.2850,0.7610
2025-12-18T12:00:11.944,-0.3020,-25.0620,27.6680,0.3670
2025-12-18T12:00:12.337,9.7470,26.9150,4.8350,-0.4910
2025-12-18T12:00:12.725,0.8010,-15.9930,18.2350,-0.4910
2025-12-18T12:00:13.085,2.4450,11.1290,2.7290,1.3170
2025-12-18T12:00:13.446,7.3340,-30.0030,-16.4990,1.0320
2025-12-18T12:00:13.805,0.7600,13.7080,7.1970,0.1820
2025-12-18T12:00:14.165,0.8090,-4.9290,14.6590,-0.0560
2025-12-18T12:00:14.585,0.9420,0.3490,8.5430,0.1330
2025-12-18T12:00:15.006,-0.6410,2.1160,9.5970,0.1180
2025-12-18T12:00:15.395,0.2360,1.7850,8.9440,0.0900
2025-12-18T12:00:15.784,-0.0110,-0.4760,10.2020,0.0900
2025-12-18T12:00:16.144,-0.7110,0.8690,8.8840,0.1010
2025-12-18T12:00:16.505,0.4780,0.0930,10.0960,0.0620
2025-12-18T12:00:16.866,0.1630,-0.2600,10.0300,0.0650
2025-12-18T12:00:17.225,0.2150,0.0400,10.1090,0.0700
2025-12-18T12:00:17.584,0.1650,0.0250,10.0980,0.0690
2025-12-18T12:00:17.946,0.1620,0.0010,10.0470,0.0700
2025-12-18T12:00:18.305,0.1830,0.0220,10.0720,0.0690
2025-12-18T12:00:18.665,0.1620,0.0280,10.0660,0.0700
2025-12-18T12:00:19.055,0.1680,0.0130,10.0890,0.0690
2025-12-18T12:00:19.414,0.1620,0.0270,10.0820,0.0720
2025-12-18T12:00:19.775,0.1790,0.0150,10.0880,0.0690
2025-12-18T12:00:20.134,0.1720,0.0190,10.0970,0.0700
2025-12-18T12:00:20.525,0.1650,0.0130,10.0860,0.0700
2025-12-18T12:00:20.884,0.1670,0.0190,10.0840,0.0690
2025-12-18T12:00:21.275,0.1740,0.0250,10.0900,0.0690
2025-12-18T12:00:21.637,0.1690,0.0220,10.0880,0.0700
2025-12-18T12:00:21.995,0.1840,0.0160,10.0700,0.0690
2025-12-18T12:00:22.385,0.1690,0.0080,10.0850,0.0720
2025-12-18T12:00:22.745,0.1730,0.0320,10.0850,0.0700
