ip_a,ip_b,mac_a,mac_b,port_a,port_b,prot,tran_prot,ts_start,ts_end,f4b_a,f4b_b,sfp_a,sfp_b,packets_a,bytes_a,packets_b,bytes_b,min_load_a,mean_load_a,max_load_a,stdv_load_a,min_load_b,mean_load_b,max_load_b,stdv_load_b,min_iat_a,mean_iat_a,max_iat_a,stdv_iat_a,min_iat_b,mean_iat_b,max_iat_b,stdv_iat_b
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,53494,DNS,17,1570809093,1570809093,ec818183,ec810100,106,37,1,106,1,37,106,106,106,0,37,37,37,0,55197,55197,55197,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,50561,DNS,17,1570809091,1570809093,0b408183,0b400100,104,39,2,143,2,78,39,72,104,32,39,39,39,0,274,111318,222362,111044,0,1058596,2117193,1058596
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,52888,DNS,17,1570809095,1570809095,9fb78180,9fb70100,200,37,1,200,1,37,200,200,200,0,37,37,37,0,82325,82325,82325,0,0,0,0,0
8d158b5fade3,9d304cf79a2c,594cbdb38e7d,e323b826aa71,5353,5353,mDNS,17,1570808952,1570809101,0,0,112,0,23,5142,0,0,83,224,482,122,0,0,0,0,0,6477463,81163640,17174435,0,0,0,0
b1b6da448e9d,f3f2f9b2224f,,,5353,5353,mDNS,17,1570808952,1570809101,0,0,112,0,23,5142,0,0,83,224,482,122,0,0,0,0,0,6477463,81163639,17175120,0,0,0,0
4a528b3a57c4,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,51003,HTTPS,6,1570809068,1570809396,16030300,16030102,1398,517,25,9370,24,2592,0,375,1398,564,0,108,1049,260,818,8220848,155433163,30517322,0,5123020,98344530,19983299
038d38d5dc28,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,51005,HTTPS,6,1570809095,1570809397,16030300,16030102,1398,517,18,5103,16,6523,0,283,1398,514,0,408,1398,511,1531,5973848,64991666,15278408,0,12133812,193568289,46846281
038d38d5dc28,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,51009,HTTPS,6,1570809096,1570809397,16030300,16030102,156,517,15,1173,11,3550,0,78,769,188,0,323,1228,446,401,6941461,64992146,16344414,0,17884155,196643586,56528696
038d38d5dc28,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,51008,HTTPS,6,1570809096,1570809397,16030300,16030102,1398,517,18,5165,14,3582,0,287,1398,512,0,256,1228,415,92,5866499,64988520,15169886,0,13946577,195105643,50244488
038d38d5dc28,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,51007,HTTPS,6,1570809096,1570809397,16030300,16030102,1398,517,18,5887,15,3585,0,327,1398,519,0,239,1228,406,1045,5335111,64658162,14881350,0,13654474,204321009,50957831
dcb15928f386,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,51010,HTTPS,6,1570809397,1570809406,16030300,16030102,1388,517,878,1174336,451,1660,0,1338,1388,242,0,4,517,34,33,6012,70876,7012,0,8822,1928625,93943
51f23a5113a3,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,51012,HTTPS,6,1570809409,1570809412,16030300,16030102,1398,517,27,7363,27,6243,0,273,1398,445,0,231,1304,404,63,9928,43970,13674,0,103591,2497544,470197
728565f16887,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,51011,HTTPS,6,1570809398,1570809400,16030300,16030102,1398,517,21,13726,24,1357,0,654,1398,514,0,57,605,154,75,68877,407743,115186,0,27130,233184,53684
8bc88f4c2350,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,58090,HTTPS,6,1570809406,1570809406,16030300,16030101,216,395,6,462,8,485,0,77,216,88,0,61,395,130,85,26988,50544,18914,0,72342,360206,114091
8bc88f4c2350,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,58086,HTTPS,6,1570809406,1570809406,16030300,16030101,216,393,6,462,8,483,0,77,216,88,0,60,393,129,100,27736,53093,20254,0,73663,423805,135078
5a947d1b3947,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,58084,HTTPS,6,1570809406,1570809406,16030300,16030101,216,391,6,462,8,481,0,77,216,88,0,60,391,128,85,26578,45015,18299,0,76198,423839,133902
5a947d1b3947,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,58088,HTTPS,6,1570809406,1570809411,16030300,16030101,216,393,32,10243,38,17598,0,320,1388,518,0,463,1388,571,87,44893,654423,111723,0,107838,1620082,286800
50497eba08a2,9d304cf79a2c,13d35af5c06b,e323b826aa71,5222,58082,WhatsApp,6,1570809403,1570809412,0000361a,45440001,57,257,61,14603,55,3572,0,239,1388,466,0,65,579,126,39,34536,395179,59894,0,111217,3208618,443495
ee57249d2a96,9d304cf79a2c,13d35af5c06b,e323b826aa71,993,51013,IMAPS,6,1570809411,1570809414,16030102,16030300,517,1398,13,948,12,4368,0,73,517,150,0,364,1398,492,0,146280,528815,178937,88,67074,235384,60130
ee57249d2a96,9d304cf79a2c,13d35af5c06b,e323b826aa71,993,51014,IMAPS,6,1570809411,1570809414,16030102,16030300,517,1398,14,984,12,4368,0,70,517,145,0,364,1398,492,0,94508,657222,172231,88,118753,837949,219297
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,59170,DNS,17,1570809397,1570809397,a10f8180,a10f0100,62,46,1,62,1,46,62,62,62,0,46,46,46,0,513651,513651,513651,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,60727,DNS,17,1570809397,1570809397,fbd58180,fbd50100,133,47,1,133,1,47,133,133,133,0,47,47,47,0,35767,35767,35767,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,51926,DNS,17,1570809397,1570809397,d3c88180,d3c80100,60,44,1,60,1,44,60,60,60,0,44,44,44,0,67179,67179,67179,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,53494,DNS,17,1570809397,1570809397,ec818183,ec810100,37,37,1,37,1,37,37,37,37,0,37,37,37,0,173,173,173,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,50561,DNS,17,1570809397,1570809397,0b408183,0b400100,39,39,1,39,1,39,39,39,39,0,39,39,39,0,211,211,211,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,52654,DNS,17,1570809397,1570809397,8ea88183,8ea80100,100,36,1,100,1,36,100,100,100,0,36,36,36,0,47337,47337,47337,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,56854,DNS,17,1570809397,1570809397,64878183,64870100,100,36,1,100,1,36,100,100,100,0,36,36,36,0,67008,67008,67008,0,0,0,0,0
5b4a9f3d2f9f,9d304cf79a2c,a9d4a81fc394,e323b826aa71,2052,5888,Unsupported,2,1570809397,1570809397,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8d158b5fade3,9d304cf79a2c,594cbdb38e7d,e323b826aa71,2308,5632,Unsupported,2,1570809397,1570809397,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,54434,DNS,17,1570809398,1570809398,77048180,77040100,179,38,1,179,1,38,179,179,179,0,38,38,38,0,175621,175621,175621,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,49544,DNS,17,1570809399,1570809399,64798180,64790100,34,34,1,34,1,34,34,34,34,0,34,34,34,0,430,430,430,0,0,0,0,0
518e488fc002,f3f2f9b2224f,,,0,0,Unsupported,58,1570809397,1570809399,0,0,0,0,2,56,0,0,28,28,28,0,0,0,0,0,0,993142,1986284,993142,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,64941,DNS,17,1570809400,1570809400,092b8180,092b0100,48,32,1,48,1,32,48,48,48,0,32,32,32,0,163208,163208,163208,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,64031,DNS,17,1570809400,1570809400,6c678180,6c670100,71,32,1,71,1,32,71,71,71,0,32,32,32,0,175438,175438,175438,0,0,0,0,0
5a947d1b3947,9d304cf79a2c,13d35af5c06b,e323b826aa71,33000,56597,Unknown_UDP,17,1570809405,1570809405,0,68747470,0,177,0,0,1,177,0,0,0,0,177,177,177,0,0,0,0,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,50837,DNS,17,1570809406,1570809406,b8178180,b8170100,74,34,1,74,1,34,74,74,74,0,34,34,34,0,36192,36192,36192,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,62653,DNS,17,1570809406,1570809406,3a638180,3a630100,81,36,1,81,1,36,81,81,81,0,36,36,36,0,39505,39505,39505,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,53946,DNS,17,1570809406,1570809406,a5738180,a5730100,83,38,1,83,1,38,83,83,83,0,38,38,38,0,37328,37328,37328,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,58632,DNS,17,1570809406,1570809406,d31f8180,d31f0100,94,36,1,94,1,36,94,94,94,0,36,36,36,0,37462,37462,37462,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,51026,DNS,17,1570809409,1570809409,e2668180,e2660100,166,52,1,166,1,52,166,166,166,0,52,52,52,0,58158,58158,58158,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,57196,DNS,17,1570809411,1570809411,7ca28180,7ca20100,98,32,1,98,1,32,98,98,98,0,32,32,32,0,72846,72846,72846,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,64868,DNS,17,1570809412,1570809412,34348180,34340100,102,42,1,102,1,42,102,102,102,0,42,42,42,0,58279,58279,58279,0,0,0,0,0
8d158b5fade3,9d304cf79a2c,594cbdb38e7d,e323b826aa71,5353,5353,mDNS,17,1570809437,1570809528,0,0,112,0,15,3380,0,0,90,225,482,123,0,0,0,0,0,6069097,69162457,17249685,0,0,0,0
b1b6da448e9d,f3f2f9b2224f,,,5353,5353,mDNS,17,1570809437,1570809528,0,0,112,0,16,3492,0,0,90,218,482,122,0,0,0,0,0,5689766,69161934,16766249,0,0,0,0
c2f83b51f106,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,51017,HTTPS,6,1570809422,1570809521,16030300,16030102,1398,517,15,4646,17,5278,0,310,1398,537,0,310,1398,474,212,25499,74253,20492,0,5785583,97375239,22898270
a71fcee2ac15,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,51018,HTTPS,6,1570809423,1570809521,16030312,16030102,1330,517,23,7005,23,8581,0,305,1330,505,0,373,1330,468,70,56754,233592,86609,0,4201099,96365338,19649499
07ba6813e84c,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,51020,HTTPS,6,1570809521,1570809522,16030300,16030102,1398,517,8,3101,15,1106,0,388,1398,586,0,74,517,131,89,87344,188280,85265,0,13974,151659,38154
07ba6813e84c,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,51021,HTTPS,6,1570809521,1570809522,16030300,16030102,1398,517,10,3139,16,1106,0,314,1398,545,0,69,517,128,88,68239,168581,77771,0,14125,152837,37572
027b8b9f9454,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,51024,HTTPS,6,1570809528,1570809529,16030300,16030102,1398,517,11,6579,13,841,0,598,1398,627,0,65,517,143,24,61048,170361,76076,0,45524,182569,59378
ad058835f102,9d304cf79a2c,13d35af5c06b,e323b826aa71,5223,58092,No_Payload,6,1570809531,1570809531,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,70551,70551,70551,0,0,277096,554193,277096
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,49239,DNS,17,1570809415,1570809415,67ac8180,67ac0100,180,39,1,180,1,39,180,180,180,0,39,39,39,0,98361,98361,98361,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,58490,DNS,17,1570809418,1570809418,42748180,42740100,180,39,1,180,1,39,180,180,180,0,39,39,39,0,86398,86398,86398,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,54420,DNS,17,1570809422,1570809422,f7088180,f7080100,162,30,1,162,1,30,162,162,162,0,30,30,30,0,75639,75639,75639,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,64944,DNS,17,1570809423,1570809423,28308180,28300100,107,42,1,107,1,42,107,107,107,0,42,42,42,0,65168,65168,65168,0,0,0,0,0
728565f16887,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,51015,HTTPS,6,1570809415,1570809471,16030300,16030102,1398,517,29,7757,23,4815,0,267,1398,479,0,209,1398,391,2171,1876406,38504213,7115271,0,59111,977589,198734
728565f16887,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,51016,HTTPS,6,1570809418,1570809476,16030300,16030102,260,616,40,28537,32,3747,0,713,1398,621,0,117,1386,329,86,1430984,39205769,6284673,0,24021,593665,102890
b1cca6a54b59,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,51019,HTTPS,6,1570809521,1570809521,16030300,16030102,1398,517,10,5792,12,1627,0,579,1398,540,0,136,734,239,55,24565,76066,28606,0,25201,96369,36694
99a561facfab,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,51023,HTTPS,6,1570809524,1570809527,16030300,16030102,1398,517,14,9121,14,2879,0,652,1398,658,0,206,1088,384,81,91616,451916,137075,0,116685,872070,224213
f1cba8a0efc9,9d304cf79a2c,13d35af5c06b,e323b826aa71,5223,58091,ApplePush,6,1570809530,1570809583,16030300,16030300,1398,222,13,3948,9,372,0,304,1398,492,0,41,222,70,71,3988494,26080224,7338088,0,115304,532387,206130
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,54856,DNS,17,1570809521,1570809521,4b0b8180,4b0b0100,63,30,1,63,1,30,63,63,63,0,30,30,30,0,61842,61842,61842,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,63472,DNS,17,1570809521,1570809521,99988180,99980100,63,30,1,63,1,30,63,63,63,0,30,30,30,0,62064,62064,62064,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,58749,DNS,17,1570809521,1570809521,83f88180,83f80100,201,38,1,201,1,38,201,201,201,0,38,38,38,0,155466,155466,155466,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,49544,DNS,17,1570809521,1570809521,64798180,64790100,34,34,1,34,1,34,34,34,34,0,34,34,34,0,463,463,463,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,53494,DNS,17,1570809521,1570809521,ec818183,ec810100,37,37,1,37,1,37,37,37,37,0,37,37,37,0,445,445,445,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,50561,DNS,17,1570809521,1570809521,0b408183,0b400100,39,39,1,39,1,39,39,39,39,0,39,39,39,0,305,305,305,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,56854,DNS,17,1570809521,1570809521,64878183,64870100,100,36,1,100,1,36,100,100,100,0,36,36,36,0,47158,47158,47158,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,52654,DNS,17,1570809521,1570809521,8ea88183,8ea80100,100,36,1,100,1,36,100,100,100,0,36,36,36,0,47735,47735,47735,0,0,0,0,0
5b4a9f3d2f9f,9d304cf79a2c,a9d4a81fc394,e323b826aa71,2052,5888,Unsupported,2,1570809522,1570809522,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8d158b5fade3,9d304cf79a2c,594cbdb38e7d,e323b826aa71,2308,5632,Unsupported,2,1570809522,1570809522,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,56922,DNS,17,1570809522,1570809522,58bd8180,58bd0100,59,43,1,59,1,43,59,59,59,0,43,43,43,0,66793,66793,66793,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,58082,DNS,17,1570809523,1570809523,eec98180,eec90100,133,47,1,133,1,47,133,133,133,0,47,47,47,0,39415,39415,39415,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,58945,DNS,17,1570809523,1570809523,c7568180,c7560100,60,44,1,60,1,44,60,60,60,0,44,44,44,0,91427,91427,91427,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,49242,DNS,17,1570809524,1570809524,37a98180,37a90100,198,34,1,198,1,34,198,198,198,0,34,34,34,0,67637,67637,67637,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,51851,DNS,17,1570809528,1570809528,e6e08180,e6e00100,209,37,1,209,1,37,209,209,209,0,37,37,37,0,100688,100688,100688,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,56409,DNS,17,1570809530,1570809530,e5fe8180,e5fe0100,262,43,1,262,1,43,262,262,262,0,43,43,43,0,98725,98725,98725,0,0,0,0,0
fe37c38290da,a521443b8c92,,,0,0,Unsupported,58,1570811242,1570811242,0,0,0,0,1,8,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
fe37c38290da,a521443b8c92,,,0,0,Unsupported,58,1570815174,1570815174,0,0,0,0,1,8,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
fe37c38290da,a521443b8c92,,,0,0,Unsupported,58,1570819106,1570819106,0,0,0,0,1,8,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
fe37c38290da,a521443b8c92,,,0,0,Unsupported,58,1570822711,1570822711,0,0,0,0,1,8,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
fe37c38290da,a521443b8c92,,,0,0,Unsupported,58,1570826643,1570826643,0,0,0,0,1,8,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
fe37c38290da,a521443b8c92,,,0,0,Unsupported,58,1570830903,1570830903,0,0,0,0,1,8,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
fe37c38290da,a521443b8c92,,,0,0,Unsupported,58,1570834835,1570834835,0,0,0,0,1,8,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
fe37c38290da,a521443b8c92,,,0,0,Unsupported,58,1570838439,1570838439,0,0,0,0,1,8,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
fe37c38290da,a521443b8c92,,,0,0,Unsupported,58,1570842044,1570842044,0,0,0,0,1,8,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
fe37c38290da,a521443b8c92,,,0,0,Unsupported,58,1570845648,1570845648,0,0,0,0,1,8,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
fe37c38290da,a521443b8c92,,,0,0,Unsupported,58,1570849253,1570849253,0,0,0,0,1,8,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
fe37c38290da,a521443b8c92,,,0,0,Unsupported,58,1570853185,1570853185,0,0,0,0,1,8,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
fe37c38290da,a521443b8c92,,,0,0,Unsupported,58,1570856789,1570856789,0,0,0,0,1,8,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
fe37c38290da,a521443b8c92,,,0,0,Unsupported,58,1570860394,1570860394,0,0,0,0,1,8,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
fe37c38290da,a521443b8c92,,,0,0,Unsupported,58,1570864326,1570864326,0,0,0,0,1,8,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
fe37c38290da,a521443b8c92,,,0,0,Unsupported,58,1570867931,1570867931,0,0,0,0,1,8,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
fe37c38290da,a521443b8c92,,,0,0,Unsupported,58,1570871863,1570871863,0,0,0,0,1,8,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
fe37c38290da,a521443b8c92,,,0,0,Unsupported,58,1570875467,1570875467,0,0,0,0,1,8,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
fe37c38290da,a521443b8c92,,,0,0,Unsupported,58,1570879399,1570879399,0,0,0,0,1,8,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
fe37c38290da,a521443b8c92,,,0,0,Unsupported,58,1570882676,1570882676,0,0,0,0,1,8,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
fe37c38290da,a521443b8c92,,,0,0,Unsupported,58,1570886608,1570886608,0,0,0,0,1,8,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,80,64384,HTTP,6,1570889836,1570889837,48545450,47455420,157,372,10,9256,10,372,0,926,1448,649,0,37,372,112,41,17902,114341,37258,0,20575,187358,55652
0dd3d33d4842,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,64382,HTTPS,6,1570889834,1570889837,16030300,16030102,1398,517,29,5942,30,1190,0,205,1398,386,0,40,517,99,88,24534,302278,55560,0,64570,838796,196204
ad69c293dc1a,9d304cf79a2c,13d35af5c06b,e323b826aa71,5223,59119,ApplePush,6,1570889831,1570889837,16030300,16030300,1398,222,21,3688,25,15153,0,176,1398,418,0,606,1398,580,46,30703,91961,32682,0,248384,4988187,979207
478ed2131b26,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,64386,HTTPS,6,1570889847,1570889850,1603030c,16030102,1360,517,11,3489,13,1657,0,317,1360,517,0,127,517,194,56,102769,241371,105260,0,163704,1717902,451078
e45614e25db6,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,64380,HTTPS,6,1570889833,1570889866,1603030c,16030102,1360,517,18,7738,20,1304,0,430,1360,534,0,65,517,140,40,93423,303796,112705,0,1542912,29995845,6528208
56252763b646,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,64385,HTTPS,6,1570889836,1570889868,16030300,16030102,1398,517,13,10142,15,2128,0,780,1398,640,0,142,1114,301,38,47791,122773,45625,0,2077257,30591075,7620890
728565f16887,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,64383,HTTPS,6,1570889836,1570889877,16030300,16030102,1398,517,40,35736,39,5233,0,893,1398,613,0,134,1398,348,30,1014301,39785638,6208585,0,21180,591484,94016
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,80,64391,No_Payload,6,1570889877,1570889878,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,302,302,302,0,0,153994,307987,153994
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,80,64392,No_Payload,6,1570889877,1570889878,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,323,323,323,0,0,153612,307224,153612
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,80,64393,HTTP,6,1570889877,1570889878,48545450,47455420,157,372,10,9256,10,372,0,926,1448,649,0,37,372,112,41,10804,106693,31963,0,33038,310324,92473
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,80,64387,HTTP,6,1570889857,1570889878,48545450,504f5354,236,507,6,1002,5,559,0,167,766,281,0,112,507,199,148,147422,838402,309450,0,3959857,19795451,7917797
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,80,64388,HTTP,6,1570889860,1570889878,48545450,504f5354,236,507,7,1002,6,559,0,143,766,267,0,93,507,186,137,63595,396830,137005,0,2860820,16844954,6254901
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,80,64389,HTTP,6,1570889867,1570889878,48545450,504f5354,236,507,7,1002,6,559,0,143,766,267,0,93,507,186,164,91594,594834,206026,0,1742304,10000391,3694812
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,80,64390,HTTP,6,1570889867,1570889878,48545450,504f5354,236,507,6,1002,5,559,0,167,766,281,0,112,507,199,157,134034,756978,279098,0,1956542,9778289,3910874
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,80,64394,HTTP,6,1570889898,1570889898,48545450,504f5354,236,507,5,1002,7,559,0,200,766,297,0,80,507,175,154,26690,132565,52938,0,15865,45313,18865
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,80,64395,HTTP,6,1570889898,1570889900,48545450,47455420,222,455,270,366931,196,455,0,1359,1448,291,0,2,455,32,20,2924,165740,12998,0,3380,60531,10050
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,80,64396,HTTP,6,1570889900,1570889900,48545450,504f5354,236,562,8,4644,9,635,0,580,1448,676,0,71,562,175,91,62594,324406,114382,0,9202,37235,14915
fe37c38290da,a521443b8c92,,,0,0,Unsupported,58,1570894145,1570894145,0,0,0,0,1,8,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
67c550339ebd,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,64381,HTTPS,6,1570889833,1570889908,16030300,16030102,1398,517,19,4674,22,1665,0,246,1398,465,0,76,792,189,32,15404,45537,17145,0,3383225,74066323,15424380
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,80,64397,HTTP,6,1570889906,1570889908,48545450,504f5354,236,563,18,17482,15,653,0,971,1448,624,0,44,563,141,22,11358,182090,41677,0,138477,2050228,510948
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,80,64399,HTTP,6,1570889927,1570889929,48545450,504f5354,236,563,16,16823,14,653,0,1051,1448,605,0,47,563,145,36,145792,2102518,508214,0,6123,54589,14133
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,80,64401,HTTP,6,1570889927,1570889931,48545450,504f5354,236,563,16,16823,14,653,0,1051,1448,605,0,47,563,145,34,235600,3642965,880276,0,5798,69453,17704
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,80,64400,HTTP,6,1570889927,1570889932,0,504f5354,0,563,3,0,4,653,0,0,0,0,0,163,563,234,401,655,837,185,0,1187677,4681093,2017125
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,50515,DNS,17,1570889830,1570889830,c22e8180,c22e0100,89,34,1,89,1,34,89,89,89,0,34,34,34,0,39352,39352,39352,0,0,0,0,0
5b4a9f3d2f9f,9d304cf79a2c,a9d4a81fc394,e323b826aa71,2052,5888,Unsupported,2,1570889830,1570889830,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8d158b5fade3,9d304cf79a2c,594cbdb38e7d,e323b826aa71,2308,5632,Unsupported,2,1570889830,1570889830,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,64587,DNS,17,1570889830,1570889830,433b8183,433b0100,100,36,1,100,1,36,100,100,100,0,36,36,36,0,60479,60479,60479,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,57265,DNS,17,1570889830,1570889830,5eab8180,5eab0100,262,43,1,262,1,43,262,262,262,0,43,43,43,0,85764,85764,85764,0,0,0,0,0
